0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
1974812.0,188.0,642.0,135148.0,319.0,669.0,139213.0,933.0,708.0,142613.0,2867.0,716.0,139848.0,3356.0,716.0,139448.0,188.0,642.0,135148.0,135148.0,642.0,0.0,0.0,319.0,669.0,139213.0,139213.0,669.0,0.0,0.0,933.0,708.0,142613.0,142613.0,708.0,0.0,0.0,2867.0,716.0,139848.0,139848.0,716.0,0.0,0.0,3356.0,716.0,139448.0,139448.0,716.0,0.0,0.0,188.0,0.0,0.0,319.0,0.0,0.0,933.0,0.0,0.0,2867.0,0.0,0.0,3356.0,0.0,0.0,178.0,670.0,128305.0,128305.0,670.0,0.0,0.0,304.0,697.0,131311.0,131311.0,697.0,0.0,0.0,897.0,732.0,134287.0,134287.0,732.0,0.0,0.0,2779.0,735.0,132811.0,132811.0,735.0,0.0,0.0,3254.0,735.0,132492.0,132492.0,735.0,0.0
1898626.0,54445.0,92.0,3.0,91272.0,92.0,3.0,230551.0,92.0,3.0,448397.0,92.0,3.0,484376.0,92.0,3.0,54445.0,92.0,3.0,10.0,130.0,0.0,0.0,91272.0,92.0,3.0,11.0,130.0,0.0,0.0,230551.0,92.0,3.0,12.0,130.0,0.0,0.0,448397.0,92.0,3.0,13.0,130.0,0.0,0.0,484376.0,92.0,3.0,13.0,130.0,0.0,0.0,54445.0,0.0,0.0,91272.0,0.0,0.0,230551.0,0.0,0.0,448397.0,0.0,0.0,484376.0,0.0,0.0,54445.0,92.0,3.0,5.0,130.0,0.0,0.0,91272.0,92.0,3.0,5.0,130.0,0.0,0.0,230551.0,92.0,3.0,5.0,130.0,0.0,0.0,448397.0,92.0,3.0,5.0,130.0,0.0,0.0,484376.0,92.0,3.0,5.0,130.0,0.0
725512.0,55601.0,91.0,3.0,83052.0,91.0,3.0,139968.0,91.0,3.0,185258.0,92.0,3.0,190833.0,92.0,4.0,55601.0,91.0,3.0,14.0,130.0,0.0,0.0,83052.0,91.0,3.0,16.0,130.0,0.0,0.0,139968.0,91.0,3.0,17.0,130.0,0.0,0.0,185258.0,92.0,4.0,18.0,130.0,0.0,0.0,190833.0,92.0,4.0,18.0,130.0,0.0,0.0,55601.0,0.0,0.0,83052.0,0.0,0.0,139968.0,0.0,0.0,185258.0,0.0,0.0,190833.0,0.0,0.0,55601.0,91.0,3.0,5.0,130.0,0.0,0.0,83052.0,91.0,3.0,5.0,130.0,0.0,0.0,139968.0,91.0,3.0,5.0,130.0,0.0,0.0,185258.0,92.0,4.0,5.0,130.0,0.0,0.0,190833.0,92.0,4.0,5.0,130.0,0.0
1286180.0,58779.0,92.0,11.0,95355.0,92.0,11.0,203396.0,92.0,13.0,325679.0,92.0,14.0,343095.0,92.0,14.0,58779.0,92.0,11.0,12.0,130.0,0.0,0.0,95355.0,92.0,11.0,12.0,130.0,0.0,0.0,203396.0,92.0,13.0,13.0,130.0,0.0,0.0,325679.0,92.0,14.0,15.0,130.0,0.0,0.0,343095.0,92.0,14.0,15.0,130.0,0.0,0.0,58769.0,0.0,0.0,95339.0,0.0,0.0,203361.0,0.0,0.0,325622.0,0.0,0.0,343034.0,0.0,0.0,58769.0,92.0,3.0,5.0,130.0,0.0,0.0,95339.0,92.0,3.0,5.0,130.0,0.0,0.0,203361.0,91.0,4.0,5.0,130.0,0.0,0.0,325622.0,91.0,3.0,5.0,130.0,0.0,0.0,343034.0,91.0,3.0,5.0,130.0,0.0
1920325.0,58569.0,92.0,10.0,97266.0,92.0,10.0,242804.0,92.0,11.0,471781.0,92.0,13.0,509760.0,92.0,13.0,58569.0,92.0,10.0,10.0,130.0,0.0,0.0,97266.0,92.0,10.0,11.0,130.0,0.0,0.0,242804.0,92.0,11.0,12.0,130.0,0.0,0.0,471781.0,92.0,13.0,13.0,130.0,0.0,0.0,509760.0,92.0,13.0,13.0,130.0,0.0,0.0,58561.0,0.0,0.0,97253.0,0.0,0.0,242766.0,0.0,0.0,471703.0,0.0,0.0,509675.0,0.0,0.0,58561.0,92.0,3.0,5.0,130.0,0.0,0.0,97253.0,92.0,3.0,5.0,130.0,0.0,0.0,242766.0,92.0,4.0,5.0,130.0,0.0,0.0,471703.0,91.0,3.0,5.0,130.0,0.0,0.0,509675.0,91.0,4.0,5.0,130.0,0.0
1471144.0,57535.0,92.0,3.0,93836.0,92.0,3.0,210496.0,92.0,3.0,356286.0,92.0,3.0,377974.0,92.0,3.0,57535.0,92.0,3.0,10.0,130.0,0.0,0.0,93836.0,92.0,3.0,11.0,130.0,0.0,0.0,210496.0,92.0,3.0,13.0,130.0,0.0,0.0,356286.0,92.0,3.0,14.0,130.0,0.0,0.0,377974.0,92.0,3.0,14.0,130.0,0.0,0.0,57535.0,0.0,0.0,93836.0,0.0,0.0,210496.0,0.0,0.0,356286.0,0.0,0.0,377974.0,0.0,0.0,57535.0,92.0,3.0,5.0,130.0,0.0,0.0,93836.0,92.0,3.0,5.0,130.0,0.0,0.0,210496.0,92.0,3.0,5.0,130.0,0.0,0.0,356286.0,92.0,3.0,5.0,130.0,0.0,0.0,377974.0,92.0,3.0,5.0,130.0,0.0
669741.0,56091.0,92.0,13.0,82648.0,92.0,15.0,135437.0,92.0,17.0,175935.0,92.0,18.0,180850.0,92.0,18.0,56091.0,92.0,13.0,13.0,130.0,0.0,0.0,82648.0,92.0,15.0,15.0,130.0,0.0,0.0,135437.0,92.0,17.0,17.0,130.0,0.0,0.0,175935.0,92.0,18.0,18.0,130.0,0.0,0.0,180850.0,92.0,18.0,19.0,130.0,0.0,0.0,56077.0,0.0,0.0,82627.0,0.0,0.0,135406.0,0.0,0.0,175895.0,0.0,0.0,180809.0,0.0,0.0,56077.0,91.0,3.0,5.0,130.0,0.0,0.0,82627.0,91.0,3.0,5.0,130.0,0.0,0.0,135406.0,91.0,3.0,5.0,130.0,0.0,0.0,175895.0,91.0,3.0,5.0,130.0,0.0,0.0,180809.0,91.0,3.0,5.0,130.0,0.0
676581.0,56093.0,92.0,12.0,82877.0,92.0,14.0,136456.0,92.0,17.0,177783.0,92.0,18.0,182809.0,92.0,18.0,56093.0,92.0,12.0,13.0,130.0,0.0,0.0,82877.0,92.0,14.0,15.0,130.0,0.0,0.0,136456.0,92.0,17.0,17.0,130.0,0.0,0.0,177783.0,92.0,18.0,18.0,130.0,0.0,0.0,182809.0,92.0,18.0,18.0,130.0,0.0,0.0,56079.0,0.0,0.0,82857.0,0.0,0.0,136425.0,0.0,0.0,177743.0,0.0,0.0,182768.0,0.0,0.0,56079.0,91.0,3.0,5.0,130.0,0.0,0.0,82857.0,91.0,3.0,5.0,130.0,0.0,0.0,136425.0,91.0,3.0,5.0,130.0,0.0,0.0,177743.0,91.0,3.0,5.0,130.0,0.0,0.0,182768.0,91.0,3.0,5.0,130.0,0.0
1090395.0,17818.0,92.0,3.0,28286.0,92.0,3.0,56130.0,92.0,3.0,84231.0,92.0,3.0,88042.0,92.0,3.0,17818.0,92.0,3.0,5.0,130.0,0.0,0.0,28286.0,92.0,3.0,5.0,130.0,0.0,0.0,56130.0,92.0,3.0,5.0,130.0,0.0,0.0,84231.0,92.0,3.0,5.0,130.0,0.0,0.0,88042.0,92.0,3.0,5.0,130.0,0.0,0.0,17818.0,0.0,0.0,28286.0,0.0,0.0,56130.0,0.0,0.0,84231.0,0.0,0.0,88042.0,0.0,0.0,17818.0,92.0,3.0,5.0,130.0,0.0,0.0,28286.0,92.0,3.0,5.0,130.0,0.0,0.0,56130.0,92.0,3.0,5.0,130.0,0.0,0.0,84231.0,92.0,3.0,5.0,130.0,0.0,0.0,88042.0,92.0,3.0,5.0,130.0,0.0
1090063.0,17795.0,92.0,3.0,28262.0,92.0,3.0,56100.0,92.0,3.0,84193.0,92.0,3.0,88002.0,92.0,3.0,17795.0,92.0,3.0,5.0,130.0,0.0,0.0,28262.0,92.0,3.0,5.0,130.0,0.0,0.0,56100.0,92.0,3.0,5.0,130.0,0.0,0.0,84193.0,92.0,3.0,5.0,130.0,0.0,0.0,88002.0,92.0,3.0,5.0,130.0,0.0,0.0,17795.0,0.0,0.0,28262.0,0.0,0.0,56100.0,0.0,0.0,84193.0,0.0,0.0,88002.0,0.0,0.0,17795.0,92.0,3.0,5.0,130.0,0.0,0.0,28262.0,92.0,3.0,5.0,130.0,0.0,0.0,56100.0,92.0,3.0,5.0,130.0,0.0,0.0,84193.0,92.0,3.0,5.0,130.0,0.0,0.0,88002.0,92.0,3.0,5.0,130.0,0.0
1425342.0,59148.0,92.0,10.0,96547.0,92.0,10.0,213960.0,92.0,12.0,356904.0,92.0,14.0,377931.0,92.0,14.0,59148.0,92.0,10.0,10.0,130.0,0.0,0.0,96547.0,92.0,10.0,11.0,130.0,0.0,0.0,213960.0,92.0,12.0,13.0,130.0,0.0,0.0,356904.0,92.0,14.0,14.0,130.0,0.0,0.0,377931.0,92.0,14.0,14.0,130.0,0.0,0.0,59137.0,0.0,0.0,96530.0,0.0,0.0,213922.0,0.0,0.0,356840.0,0.0,0.0,377863.0,0.0,0.0,59137.0,92.0,3.0,5.0,130.0,0.0,0.0,96530.0,92.0,3.0,5.0,130.0,0.0,0.0,213922.0,92.0,4.0,5.0,130.0,0.0,0.0,356840.0,91.0,3.0,5.0,130.0,0.0,0.0,377863.0,91.0,3.0,5.0,130.0,0.0
1318010.0,59209.0,92.0,11.0,96003.0,92.0,11.0,206281.0,92.0,13.0,333237.0,92.0,14.0,351454.0,92.0,14.0,59209.0,92.0,11.0,12.0,130.0,0.0,0.0,96003.0,92.0,11.0,12.0,130.0,0.0,0.0,206281.0,92.0,13.0,13.0,130.0,0.0,0.0,333237.0,92.0,14.0,15.0,130.0,0.0,0.0,351454.0,92.0,14.0,15.0,130.0,0.0,0.0,59197.0,0.0,0.0,95986.0,0.0,0.0,206244.0,0.0,0.0,333176.0,0.0,0.0,351390.0,0.0,0.0,59197.0,92.0,3.0,5.0,130.0,0.0,0.0,95986.0,92.0,3.0,5.0,130.0,0.0,0.0,206244.0,91.0,4.0,5.0,130.0,0.0,0.0,333176.0,91.0,3.0,5.0,130.0,0.0,0.0,351390.0,91.0,3.0,5.0,130.0,0.0
1549668.0,88.0,54.0,7.0,141.0,54.0,11.0,321.0,54.0,11.0,558.0,54.0,9.0,593.0,54.0,9.0,88.0,54.0,7.0,8423634.0,2558.0,100.0,0.0,141.0,54.0,11.0,8261532.0,2563.0,110.0,0.0,321.0,54.0,11.0,8306559.0,2488.0,109.0,0.0,558.0,54.0,9.0,8018188.0,2190.0,180.0,0.0,593.0,54.0,9.0,7933533.0,2135.0,193.0,0.0,88.0,0.0,0.0,141.0,0.0,0.0,321.0,0.0,0.0,558.0,0.0,0.0,593.0,0.0,0.0,88.0,54.0,7.0,8756356.0,3186.0,50.0,0.0,141.0,54.0,11.0,8528479.0,3183.0,36.0,0.0,321.0,54.0,11.0,8630391.0,3221.0,-12.0,0.0,558.0,54.0,9.0,8754093.0,3244.0,-30.0,0.0,593.0,54.0,9.0,8765626.0,3246.0,-31.0
